gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
1216.218711,347,0.9995887329674578,0.46200690434431324,0.285159265953997,1216.221478-0 1216.215944-1,-18.81266101362914,40.27881928284971,223.3180081295077,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.1079293731751228,0.14599866449787485,0.9833797030500793,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08214781231923823,0.10899162297551612,0.9906425001242006
1216.2228304999999,347,0.9995887329674578,0.46193503383099366,0.2856911949058468,1216.221478-0 1216.224183-1,-18.84107005534438,40.176813818423305,223.3724235733084,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.1079293731751228,0.14599866449787485,0.9833797030500793,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08193111771586764,0.10816263904054185,0.9907512984930248
1216.22683,347,0.7654598223584016,0.4558946833277656,0.2852816900574886,1216.229477-0 1216.224183-1,-19.92625745254113,38.27212289380334,212.1555078670974,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11740541167246582,0.14209836041616086,0.9828652121613917,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08193111771586764,0.10816263904054185,0.9907512984930248
1216.2306389999999,347,0.7654598223584016,0.45582766534029917,0.2857786206450287,1216.229477-0 1216.231801-1,-19.95160632807573,38.18118814562011,212.20180069791547,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11740541167246582,0.14209836041616086,0.9828652121613917,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08173001252648965,0.10739272618955462,0.9908516576228734
1216.2346255,348,0.7778379278286622,0.4561374260389706,0.286638774194405,1216.23745-0 1216.231801-1,-19.916334875160025,38.14433202266968,212.96792545461085,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11704682201783523,0.14105246236802893,0.9830586169275161,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08173001252648965,0.10739272618955462,0.9908516576228734
1216.2386445000002,348,0.7778379278286622,0.45692030830433233,0.2809220420749744,1216.23745-0 1216.239839-1,-19.587815993165616,39.12758471106966,212.0800177755815,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11704682201783523,0.14105246236802893,0.9830586169275161,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08430198555061141,0.11609235741461144,0.9896543536923097
1216.2425990000002,348,0.8162453032438267,0.45674012838868094,0.2816750139229921,1216.245359-0 1216.239839-1,-19.634947040754096,38.95532314713044,211.95997444304027,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11744008661081379,0.13980097966467747,0.9831904760226479,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08430198555061141,0.11609235741461144,0.9896543536923097
1216.2466195,348,0.8162453032438267,0.4566097688490326,0.2826475371303597,1216.245359-0 1216.24788-1,-19.68687891978442,38.782933495347166,212.08014466513364,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11744008661081379,0.13980097966467747,0.9831904760226479,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08389184233076513,0.1145996613309524,0.989863160448545
1216.252689,348,0.7801598322289262,0.4563329102438809,0.2838117968963575,1216.257498-0 1216.24788-1,-19.759400155601632,38.5178000474438,211.89820462769364,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.118045883529248,0.13786822148262234,0.9833908291656057,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08389184233076513,0.1145996613309524,0.989863160448545
1216.256662,348,0.7801598322289262,0.4562731723924013,0.2842631608536176,1216.257498-0 1216.255826-1,-19.781800303855682,38.43494126522272,211.93821152821562,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.118045883529248,0.13786822148262234,0.9833908291656057,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08371357521620432,0.11390000573385178,0.9899590021906716
1216.2606645,348,0.7801598322289262,0.45621267788173964,0.2847196948373295,1216.257498-0 1216.263831-1,-19.8044441778546,38.35102847723411,211.97818811988685,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.118045883529248,0.13786822148262234,0.9833908291656057,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08353336690814561,0.11319208738237696,0.990055416614146
1216.264595,348,0.6767150989025151,0.45369564922504874,0.27786397014464115,1216.265359-0 1216.263831-1,-20.088966502693502,38.616818608426364,205.98074794307797,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.12096522915143676,0.1461379349374612,0.9818406781696075,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08353336690814561,0.11319208738237696,0.990055416614146
1216.2686485,348,0.6767150989025151,0.45448188394435773,0.2720581751590774,1216.265359-0 1216.271938-1,-19.765777683761875,39.57823451270124,205.09928565038388,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.12096522915143676,0.1461379349374612,0.9818406781696075,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08613016745323443,0.12198037819404439,0.988788340136612
1216.2726685,348,0.8153982820250003,0.4544587466035049,0.27337824162294877,1216.273399-0 1216.271938-1,-19.796244562627287,39.37522938138672,205.38256829120974,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.12119389621295762,0.14416961774670617,0.9821034369349757,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08613016745323443,0.12198037819404439,0.988788340136612
1216.2787045,349,0.8153982820250003,0.4543132631284291,0.2744807726819022,1216.273399-0 1216.28401-1,-19.851938231531832,39.18421462521741,205.5050556766896,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.12119389621295762,0.14416961774670617,0.9821034369349757,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08567821211486676,0.12029059460228855,0.9890345882824465
1216.28275,349,0.6181431772901516,0.4577510629445486,0.26890855446158357,1216.28149-0 1216.28401-1,-19.149014371523506,41.117056967328885,209.9103059532764,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11502130242902175,0.15503053565895336,0.9811909258655165,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08567821211486676,0.12029059460228855,0.9890345882824465
1216.2869005,349,0.7705685914795908,0.4549690488342303,0.2624350591012602,1216.289791-0 1216.28401-1,-19.50431411677706,41.17176444656194,203.68726420308985,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11844017458973849,0.16246547022080324,0.9795799589768491,-39.039407883294786,13.800833224552342,-22.030575376828658,0.08567821211486676,0.12029059460228855,0.9890345882824465
1216.2907865,349,0.7705685914795908,0.45491957949571626,0.2628114420944384,1216.289791-0 1216.291782-1,-19.52171189998961,41.104371630110556,203.71490669610125,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.11844017458973849,0.16246547022080324,0.9795799589768491,-39.039407883294786,13.800833224552342,-22.030575376828658,0.0855346871857145,0.11970624742756761,0.9891179058205612
1216.2945955,349,0.7019404493993179,0.4631199762508552,0.2729277166033308,1216.297409-0 1216.291782-1,-18.237542109301103,42.35173425279125,220.6722365534564,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.10698675179918904,0.15377938643035016,0.9822961545524668,-39.039407883294786,13.800833224552342,-22.030575376828658,0.0855346871857145,0.11970624742756761,0.9891179058205612
1216.2986335,349,0.7019404493993179,0.46055612709541033,0.28233947991310393,1216.297409-0 1216.299858-1,-21.52758268926579,45.519450539939385,248.65361307261793,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.10698675179918904,0.15377938643035016,0.9822961545524668,-39.039407883294786,13.800833224552342,-22.030575376828658,0.06389705042195215,0.11511934850240102,0.9912944580435007
1216.3026075,349,0.7253722675172143,0.46623386116165333,0.30201010157090424,1216.305357-0 1216.299858-1,-20.934008191826678,44.494392433041824,270.6005378153546,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.10061043182078577,0.1282388565729743,0.9866267463806621,-39.039407883294786,13.800833224552342,-22.030575376828658,0.06389705042195215,0.11511934850240102,0.9912944580435007
1216.3074255000001,349,0.6295844974899762,0.46211847446475546,0.3223481632008759,1216.305357-0 1216.309494-1,-26.01452625060045,45.270982116452814,311.09464234962536,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.10061043182078577,0.1282388565729743,0.9866267463806621,-39.039407883294786,13.800833224552342,-22.030575376828658,0.03829991415479672,0.09140967272237976,0.9950765740929304
1216.3154800000002,349,0.6295844974899762,0.4749317408277415,0.38321099688026505,1216.321466-0 1216.309494-1,-26.35253268972398,37.307962576803845,417.63410749828995,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.08850135635812306,0.041906547196309984,0.9951941274067366,-39.039407883294786,13.800833224552342,-22.030575376828658,0.03829991415479672,0.09140967272237976,0.9950765740929304
1216.3187395,349,0.64899747555883,0.4717313752073557,0.4003509473896417,1216.321466-0 1216.316013-1,-31.269091205367264,33.907780832923066,459.800134250578,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.08850135635812306,0.041906547196309984,0.9951941274067366,-39.039407883294786,13.800833224552342,-22.030575376828658,0.022440173646908645,0.0664051767867273,0.9975403706630728
1216.323906,349,0.5940112355206629,0.47026299229488433,0.4159764153723984,1216.323906-1,-33.07032985784515,28.04667637360444,470.8880728926363,-39.039407883294786,13.800833224552342,-22.030575376828658,0.012103720661708783,0.028886823950279417,0.9995094053325408,,,,,,
1216.326697,349,0.6218036529991288,0.464850097602244,0.4395751131789477,1216.321466-0 1216.331928-1,-40.84662282652023,19.859039781173692,519.7696031258347,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.08850135635812306,0.041906547196309984,0.9951941274067366,-39.039407883294786,13.800833224552342,-22.030575376828658,-0.005276993727255097,0.004016488572346488,0.9999780103366029
1216.330771,349,0.6218036529991288,0.47666501276736933,0.47074919780684843,1216.329614-0 1216.331928-1,-45.781092165337824,7.614992708616282,760.9332155294433,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.07289656720988547,-0.002744749357039278,0.997335729250678,-39.039407883294786,13.800833224552342,-22.030575376828658,-0.005276993727255097,0.004016488572346488,0.9999780103366029
1216.331928,349,0.6218036529991288,0.47935240814089974,0.45744258288137696,1216.331928-1,-43.22876846161475,16.989489447764015,771.8434885724809,-39.039407883294786,13.800833224552342,-22.030575376828658,-0.005276993727255097,0.004016488572346488,0.9999780103366029,,,,,,
1216.337482,350,0.5948847337332664,0.4847589692538411,0.5523862451249881,1216.337482-0,-35.69974751735069,-47.67584769249899,748.4672530252893,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.05789378866771078,-0.060338654261107294,0.996497644771756,,,,,,
1216.339939,350,0.2396845043558797,0.4776147764647615,0.3036482857145021,1216.339939-1,-45.420215958022894,124.32223485367116,764.1043066581857,-39.039407883294786,13.800833224552342,-22.030575376828658,-0.008037380300805197,0.13921473986805502,0.9902295979828974,,,,,,
1216.347913,350,0.25885485041142403,0.521357502209414,0.2090212606205758,1216.347913-1,6.805565591391698,189.7725765392604,750.7539558114227,-39.039407883294786,13.800833224552342,-22.030575376828658,0.0577471508907722,0.22165716421054538,0.973413256596672,,,,,,
1216.349552,350,0.3962502107023919,0.49188324462238275,0.5999104292179238,1216.349552-0,-27.449709727959288,-79.77089791739326,746.3061684542186,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.047501893090726444,-0.10076615519983606,0.9937755038835681,,,,,,
1216.35604,350,0.21016307537493362,0.518366872140415,0.12625301940799516,1216.35604-1,3.1713815918453605,247.48500393479245,735.5139482607659,-39.039407883294786,13.800833224552342,-22.030575376828658,0.05316946754010987,0.29435277292155726,0.9542166697322426,,,,,,
1216.357469,350,0.36728496339299027,0.4759432146744566,0.6466406707495248,1216.357469-0,-45.89426958900842,-111.24928419764552,741.3737033281759,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.07073499152403656,-0.14041689517305128,0.9875624823392466,,,,,,
1216.365462,350,0.05950173241363523,0.47769432430222747,0.6495030225715978,1216.365462-0,-43.86863805131614,-113.18188444534869,741.2389932204821,10.261640445157894,0.22649833546368825,-42.643778210866586,-0.06818346970625633,-0.1428512331092981,0.9873927990713569,,,,,,
